,compound,date,handle,negative,neutral,positive,text,tweets_ago
269,0.5574,Sun Jul 01 14:30:19 +0000 2018,@CNN,0.0,0.603,0.397,Top July 4 events across the United States https://t.co/WzwX3N8PkP https://t.co/qYSRW8Onjj,69
270,0.6908,Sun Jul 01 14:01:07 +0000 2018,@CNN,0.0,0.711,0.289,These are the stunning winners of the 2018 National Geographic Travel Photographer of the Year… https://t.co/5AttAtwSUI,70
271,0.0,Sun Jul 01 13:45:10 +0000 2018,@CNN,0.0,1.0,0.0,Democratic Sen. Tammy Duckworth on whether she believes ICE should be abolished: “I think there’s a lot of other th… https://t.co/o5V8LQShhx,71
272,0.0,Sun Jul 01 13:31:00 +0000 2018,@CNN,0.0,1.0,0.0,Watch these homes being built using a 3D printer https://t.co/igaBP4k4F8 https://t.co/eDInf067up,72
273,0.0,Sun Jul 01 13:30:59 +0000 2018,@CNN,0.0,1.0,0.0,Democratic Sen. Tammy Duckworth says she thinks Senate Majority Leader Mitch McConnell is “someone who is very cyni… https://t.co/m4pZUK8nwl,73
274,0.0,Sun Jul 01 13:30:10 +0000 2018,@CNN,0.0,1.0,0.0,This police chief wants to track down the person who mailed in a payment for a 44-year-old parking ticket… https://t.co/hzhgWsto5p,74
275,0.0,Sun Jul 01 13:24:33 +0000 2018,@CNN,0.0,1.0,0.0,"The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are,… https://t.co/Nsps0L8kOI",75
276,0.122,Sun Jul 01 13:15:39 +0000 2018,@CNN,0.115,0.75,0.134,GOP Sen. Susan Collins says Trump told her in a meeting that he would not ask a Supreme Court justice nominee wheth… https://t.co/7a7QyLQemc,76
277,0.7906,Sun Jul 01 13:08:52 +0000 2018,@CNN,0.0,0.72,0.28,Republican Sen. Susan Collins says she told President Trump that she wanted the Supreme Court justice nominee to be… https://t.co/YE5KeJd0TW,77
278,0.0,Sun Jul 01 13:01:07 +0000 2018,@CNN,0.0,1.0,0.0,Ballet dancers showcase Hong Kong in gravity-defying images https://t.co/HHv3X6WlPK via @CNNTravel https://t.co/68WV2hDbZd,78
279,0.3612,Sun Jul 01 12:31:01 +0000 2018,@CNN,0.0,0.884,0.116,"Will we ever fly like the Jetsons? After this company unveiled Flyer, its first commercial flying car, @RachCrane t… https://t.co/vPedjnNbzn",79
280,-0.6597,Sun Jul 01 12:30:12 +0000 2018,@CNN,0.268,0.732,0.0,California father's killing at campsite leads to investigations into 7 past shootings https://t.co/xjPMkMXQkL https://t.co/qIBHYP9Jjw,80
281,0.0,Sun Jul 01 12:01:04 +0000 2018,@CNN,0.0,1.0,0.0,One word shows how much we've changed the way we talk about race | By CNN's John Blake https://t.co/jMEYDwMtt2 https://t.co/9rZbxTdzc2,81
282,0.5859,Sun Jul 01 11:31:00 +0000 2018,@CNN,0.0,0.847,0.153,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/Vl4Q5w22Co",82
283,-0.5106,Sun Jul 01 11:30:08 +0000 2018,@CNN,0.264,0.736,0.0,"Capital Gazette suspect blocked entrance, then started ""hunting and killing,"" official says https://t.co/OWhzy5seqX https://t.co/f2hFbaMk8K",83
284,-0.5106,Sun Jul 01 11:01:05 +0000 2018,@CNN,0.202,0.798,0.0,"Two dads, an egg donor and a surrogate: How a freezer failure changed everything https://t.co/IU2jx7bTV6 https://t.co/EfJ9KpVfUw",84
285,-0.3182,Sun Jul 01 10:31:00 +0000 2018,@CNN,0.095,0.905,0.0,"In 2012, Luke Mickelson was shocked to learn that children in his community slept on the floor. So he quit his high… https://t.co/xGRRwZdRXK",85
286,-0.836,Sun Jul 01 10:30:03 +0000 2018,@CNN,0.471,0.529,0.0,British singer-songwriter Morrissey postpones European tour dates amid dispute over racism claims… https://t.co/OTK5vekdcO,86
287,0.0,Sun Jul 01 10:01:06 +0000 2018,@CNN,0.0,1.0,0.0,Boeing's hypersonic passenger plane could get you from New York to London in 2 hours https://t.co/9P8OPWUqTa https://t.co/mYf7k01wfq,87
288,0.0,Sun Jul 01 09:31:00 +0000 2018,@CNN,0.0,1.0,0.0,Meet Miquela: The CGI Instagram star making brands real money — even though she's not a real human… https://t.co/1zwl5owpc2,88
289,0.6249,Sun Jul 01 09:30:10 +0000 2018,@CNN,0.0,0.823,0.177,"Former President Barack Obama tells Democrats: ""This is a moment of great urgency and you are right to be concerned… https://t.co/FEtnVspr8W",89
290,0.0,Sun Jul 01 09:01:07 +0000 2018,@CNN,0.0,1.0,0.0,Does a plateau exist for human mortality? New research suggests that any maximum fixed lifespan has yet to be reach… https://t.co/e4X432LL5Y,90
291,0.4215,Sun Jul 01 08:31:00 +0000 2018,@CNN,0.0,0.811,0.189,"Aston Martin brings back the Superleggera as a powerful new $300,000 supercar https://t.co/9nesdQVIlf https://t.co/bdI6lkcWYc",91
292,-0.802,Sun Jul 01 08:30:07 +0000 2018,@CNN,0.419,0.581,0.0,US senators introduce bill to make lynching a federal hate crime https://t.co/UTK2iZiq2d https://t.co/3vMgnCDHgc,92
293,0.0772,Sun Jul 01 08:01:00 +0000 2018,@CNN,0.129,0.73,0.142,"Arnold Schwarzenegger mocks Trump's attempts to ""rescue the coal industry,"" asking in a video message what the US P… https://t.co/zCwJhaOEg3",93
294,0.0,Sun Jul 01 08:00:19 +0000 2018,@CNN,0.0,1.0,0.0,Afghan government calls off ceasefire with Taliban https://t.co/Zo3IHrYEi4 https://t.co/i3sdu859ZI,94
295,-0.4404,Sun Jul 01 07:59:06 +0000 2018,@CNN,0.153,0.847,0.0,"Nine people were stabbed by a single assailant at an apartment complex in Boise, Idaho, police say https://t.co/VljZWObXPy",95
296,-0.2023,Sun Jul 01 07:31:00 +0000 2018,@CNN,0.145,0.753,0.102,"In a retail industry beset by problems, H&amp;M has a stockpile of unsold clothes worth $4 billion… https://t.co/qDy44YVVZ0",96
297,0.6808,Sun Jul 01 07:30:09 +0000 2018,@CNN,0.101,0.62,0.279,Irishman Shane Breen pulls off shock first win in the Monaco leg of the Longines Global Champions Tour… https://t.co/0EPhbyXDUi,97
298,-0.25,Sun Jul 01 07:00:25 +0000 2018,@CNN,0.181,0.686,0.132,"Are mass incarcerations justified or are they a major injustice? #AmericanJail, a new CNN Film, premieres tonight. https://t.co/nS8yFcqs1R",98
299,0.6369,Sun Jul 01 07:00:00 +0000 2018,@CNN,0.0,0.794,0.206,Egypt is building The Grand Egyptian Museum. The cost? More than $1 billion. It will re-house and restore some of t… https://t.co/xZfeQtPTyq,99
300,0.0,Mon Jul 02 08:00:00 +0000 2018,@FoxNews,0.0,1.0,0.0,".@TomFitton: ""Mueller’s operation is one of the most secretive I can remember and I’ve been doing this for 20 years… https://t.co/8HxjPyBzcY",0
301,0.0,Mon Jul 02 07:55:00 +0000 2018,@FoxNews,0.0,1.0,0.0,Driver pays parking ticket 44 years later https://t.co/HsnZItmwCC https://t.co/Umkmkjb5oR,1
302,0.5267,Mon Jul 02 07:48:00 +0000 2018,@FoxNews,0.0,0.714,0.286,President @realDonaldTrump says Saudi Arabia has agreed to increase oil production https://t.co/96jaOjVGly https://t.co/WjFPLKliby,2
303,0.7351,Mon Jul 02 07:45:00 +0000 2018,@FoxNews,0.0,0.733,0.267,.@SenWarren made clear that she is opposed to those on President @realDonaldTrump's short list of Supreme Court nom… https://t.co/Tdl8BWWDgU,3
304,0.0,Mon Jul 02 07:35:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"Brandon Judd: “We’re taking the walls, where we currently have them, we’re reinforcing those walls… and we’re expan… https://t.co/bJBj3Bbhrk",4
305,0.0,Mon Jul 02 07:30:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"On @foxandfriends, @JudicialWatch President @TomFitton had a question for Robert Mueller. https://t.co/hrnCI6416N https://t.co/I3ceN7p7Gc",5
306,0.0,Mon Jul 02 07:18:00 +0000 2018,@FoxNews,0.0,1.0,0.0,".@dbongino: ""Calls to abolish ICE... will lead to the abolishment of the Democrat Party."" https://t.co/VFfO3XDPVY",6
307,0.0,Mon Jul 02 07:03:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"On Sunday night, President @realDonaldTrump congratulated Andres Manuel Lopez Obrador ""on becoming the next Preside… https://t.co/xDlIlmeMwg",7
308,0.0,Mon Jul 02 06:55:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"Texas city to fly 40,000 American flags, one at every home, on 4th of July https://t.co/dw9EIyWcAO https://t.co/ru7AdkwoC4",8
309,0.0,Mon Jul 02 06:48:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"On @WattersWorld, @DiamondandSilk slammed Democrats calling for the end of @ICEgov. https://t.co/ImNV0ULObG https://t.co/ijONijMvNv",9
310,0.0,Mon Jul 02 06:40:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"On ""Justice,"" @JudgeJeanine slammed the rising socialist movement in the U.S. https://t.co/tRPFSjD5mw https://t.co/jPMzXwMChB",10
311,-0.5423,Mon Jul 02 06:32:00 +0000 2018,@FoxNews,0.212,0.788,0.0,"President @realDonaldTrump: ""The European Union is possibly as bad as China, just smaller."" https://t.co/k1dIpVH0kt",11
312,-0.7351,Mon Jul 02 06:22:00 +0000 2018,@FoxNews,0.228,0.772,0.0,".@MaxineWaters: ""We are sick and tired of him. He's been there too long. They dare me to say 'Impeach him.' Today I… https://t.co/LJFooE14ys",12
313,0.3818,Mon Jul 02 06:11:00 +0000 2018,@FoxNews,0.0,0.874,0.126,.@POTUS: “The big thing that I’m focused on now is trade. I have to straighten out trade deals.” #SundayFutures… https://t.co/9IUhURgTjj,13
314,-0.5423,Mon Jul 02 06:04:01 +0000 2018,@FoxNews,0.22,0.78,0.0,".@QJames: ""That restaurant owner had every right to refuse service to someone who she disagrees with."" @WattersWorld https://t.co/bOwO3uUxqi",14
315,0.5574,Mon Jul 02 05:57:00 +0000 2018,@FoxNews,0.0,0.825,0.175,"""But I’m putting conservative people on.""

President @realDonaldTrump expects his next Supreme Court pick “to go ve… https://t.co/GrL7Mc1Bfp",15
316,0.7983,Mon Jul 02 05:52:00 +0000 2018,@FoxNews,0.0,0.727,0.273,"""THIS IS WHAT A HERO LOOKS LIKE"": An Arizona woman was saved from a rattlesnake bite on Friday when her puppy jumpe… https://t.co/fjg5uhbReR",16
317,0.0,Mon Jul 02 05:47:00 +0000 2018,@FoxNews,0.0,1.0,0.0,".@MagicJohnson on making it to the NBA: ""I thought it would happen because I was putting the work in, I was putting… https://t.co/AA7iJpfumo",17
318,0.8834,Mon Jul 02 05:37:00 +0000 2018,@FoxNews,0.0,0.648,0.352,".@DougWead: ""We are free because we said we are free and we declared it and we celebrate the Declaration of Indepen… https://t.co/eD6fJDxY5k",18
319,0.6249,Mon Jul 02 05:32:00 +0000 2018,@FoxNews,0.0,0.796,0.204,"On ""Sunday Morning Futures with @MariaBartiromo,"" former Reagan -Bush campaign manager Ed Rollins offered great pra… https://t.co/bzrdYNU1Ji",19
320,0.4939,Mon Jul 02 05:26:00 +0000 2018,@FoxNews,0.0,0.849,0.151,".@cjscalia: ""I'm confident that based on [@POTUS's] court picks so far... he's going to pick somebody who interpret… https://t.co/IZP5u9cM7V",20
321,0.0,Mon Jul 02 05:20:00 +0000 2018,@FoxNews,0.0,1.0,0.0,".@POTUS: “The other side, all they can do is obstruct and resist.” #SundayFutures @MariaBartiromo https://t.co/pWv7kd9zko",21
322,0.0,Mon Jul 02 05:05:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"Oldest veteran in US, 112, robbed of savings, identity, family says https://t.co/c89oiJY9U4",22
323,0.0,Mon Jul 02 05:00:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"""We signed up for this specific reason to defend our country... We do this for our families. We do it for our fello… https://t.co/bkOfGVp2jN",23
324,-0.34,Mon Jul 02 04:55:00 +0000 2018,@FoxNews,0.207,0.657,0.136,"On @foxandfriends, @THEHermanCain claimed that ""the Democratic Party has a leadership crisis and a messaging crisis… https://t.co/H0TPpawGhh",24
325,0.9001,Mon Jul 02 04:49:00 +0000 2018,@FoxNews,0.0,0.577,0.423,".@POTUS on nominating a new Supreme Court Justice: “I’m going to pick somebody who’s outstanding. And I think yes,… https://t.co/nBiVLmYBl1",25
326,0.0,Mon Jul 02 04:45:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"The U.S. Air Force Thunderbirds perform during the Arctic Thunder Open House at Joint Base Elmendorf-Richardson, Al… https://t.co/WUyRRVQxG3",26
327,0.3612,Mon Jul 02 04:40:00 +0000 2018,@FoxNews,0.0,0.906,0.094,"""I'd like to see some answers as to why we didn't take the server, why the FBI didn't take the server from the DNC.… https://t.co/WDRvV5AZmN",27
328,-0.763,Mon Jul 02 04:35:00 +0000 2018,@FoxNews,0.305,0.695,0.0,"""That's going to be [@TheDemocrats'] platform - open borders, which equals crime. I think they'll never win another… https://t.co/jTb3HobnfI",28
329,-0.3071,Mon Jul 02 04:30:00 +0000 2018,@FoxNews,0.117,0.883,0.0,"""The European Union is possibly as bad as China but smaller.""

WATCH: @MariaBartiromo's full interview with Preside… https://t.co/9LRrMxzMYO",29
330,-0.296,Mon Jul 02 04:25:00 +0000 2018,@FoxNews,0.121,0.879,0.0,"""Our presidents and our business leaders, they were missing in action.""

WATCH: @MariaBartiromo's full interview wi… https://t.co/hKbt4G3Feo",30
331,0.0,Mon Jul 02 04:19:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"""If you look at steel and aluminum, we practically built a new industry in a period of 4 or 5 months.""

WATCH:… https://t.co/j4vSSiJyQX",31
332,-0.1779,Mon Jul 02 04:13:00 +0000 2018,@FoxNews,0.175,0.825,0.0,Shark drags woman into crocodile-infested waters in Australia https://t.co/UgWEtpGK7y,32
333,0.8173,Mon Jul 02 04:08:00 +0000 2018,@FoxNews,0.0,0.737,0.263,".@POTUS on the retirement of Justice Kennedy: “I was very honored that he did this during my term, which means he h… https://t.co/NQQ25GF4Eu",33
334,0.0,Mon Jul 02 04:05:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"""The media puts on quotes of people who say the most extreme items, the most extreme language.""

WATCH:… https://t.co/5uFbUEj8oy",34
335,-0.296,Mon Jul 02 04:00:01 +0000 2018,@FoxNews,0.196,0.804,0.0,.@POTUS: “The tax cuts have been incredible.” #SundayFutures @MariaBartiromo https://t.co/Gw6rhamfv1,35
336,0.2551,Mon Jul 02 04:00:00 +0000 2018,@FoxNews,0.146,0.656,0.198,.@POTUS: “Our unemployment picture overall generally is almost the best in history.” #SundayFutures @MariaBartiromo https://t.co/cODDv5kKd9,36
337,-0.1531,Mon Jul 02 04:00:00 +0000 2018,@FoxNews,0.111,0.758,0.131,.@POTUS: “The Democrats want to have no borders. They want to get rid of ICE.” #SundayFutures @MariaBartiromo https://t.co/nY9uIJUgY2,37
338,-0.5267,Mon Jul 02 03:58:00 +0000 2018,@FoxNews,0.306,0.694,0.0,Battling the despair of opioid addiction in an unexpected place https://t.co/1Xe02jqBzB https://t.co/x7xCLx4FkU,38
339,0.0,Mon Jul 02 03:58:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"In an interview with @MariaBartiromo on ""Sunday Morning Futures,"" President @realDonaldTrump slammed Democrats' imm… https://t.co/nvP3Sg3Kx7",39
340,0.0,Mon Jul 02 03:51:00 +0000 2018,@FoxNews,0.0,1.0,0.0,".@AlanDersh: ""If [President @realDonaldTrump] wants to unite the country and broaden his own base is to pick a true… https://t.co/HnS8BL7dSR",40
341,-0.2263,Mon Jul 02 03:40:00 +0000 2018,@FoxNews,0.112,0.888,0.0,19 ICE investigators call for agency to be disbanded in letter amid 'abolish ICE' protests https://t.co/QeYq4p2xp7,41
342,0.0,Mon Jul 02 03:39:14 +0000 2018,@FoxNews,0.0,1.0,0.0,"Moments ago, President @realDonaldTrump congratulated Andres Manuel Lopez Obrador ""on becoming the next President o… https://t.co/8FAZDNz6lB",42
343,0.0516,Mon Jul 02 03:30:00 +0000 2018,@FoxNews,0.149,0.69,0.161,Passengers evacuate United Express flight via emergency slide after smoke detected in cabin https://t.co/TRUndJoWbl,43
344,0.0,Mon Jul 02 03:21:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"On @foxandfriends, @dbongino slammed Democrats calling for the end of ICE. https://t.co/ImNV0ULObG https://t.co/NYccCIoIsq",44
345,0.0,Mon Jul 02 03:20:16 +0000 2018,@FoxNews,0.0,1.0,0.0,"Moments ago, President @realDonaldTrump congratulated Andres Manuel Lopez Obrador ""on becoming the next President o… https://t.co/MAwhAzqtz9",45
346,0.0,Mon Jul 02 03:10:00 +0000 2018,@FoxNews,0.0,1.0,0.0,"This morning, @foxandfriends remembered Master Sergeant Mark Evans, the founder of Pizzas 4 Patriots. #ProudAmerican https://t.co/5AR9I1GiBN",46
347,-0.7184,Mon Jul 02 03:00:01 +0000 2018,@FoxNews,0.286,0.714,0.0,".@charliekirk11: ""A primary component of implementing fascist policies would be, let's say, gun confiscation. You h… https://t.co/Z2t14uc8PO",47
348,0.7506,Mon Jul 02 02:57:56 +0000 2018,@FoxNews,0.0,0.701,0.299,".@seanhannity: ""It's a layup for [Republicans] if they would just follow the courage, the strength, the principles… https://t.co/63zijiHmu0",48
349,-0.34,Mon Jul 02 02:53:00 +0000 2018,@FoxNews,0.211,0.789,0.0,"'Jolly' janitor weeps upon receiving $2,000 vacation from students https://t.co/698wBVMDJG",49
350,0.0,Mon Jul 02 02:50:50 +0000 2018,@FoxNews,0.0,1.0,0.0,".@seanhannity: ""This is a tipping point for the country."" https://t.co/jz3AYTFlwf",50
351,0.0,Mon Jul 02 02:42:15 +0000 2018,@FoxNews,0.0,1.0,0.0,'Big Bang Theory' star Kaley Cuoco marries Karl Cook in horse-themed ceremony https://t.co/oI4Bdp6BHz,51
352,-0.7964,Mon Jul 02 02:35:56 +0000 2018,@FoxNews,0.423,0.476,0.101,American hunter's images of her black giraffe 'trophy kill' spark outrage https://t.co/Ew7qlL499T,52
353,-0.8442,Mon Jul 02 02:33:37 +0000 2018,@FoxNews,0.455,0.474,0.071,"Notorious French criminal escapes from prison using helicopter, sparks massive manhunt around Paris https://t.co/MwQm54spTi",53
354,0.7202,Mon Jul 02 02:22:42 +0000 2018,@FoxNews,0.067,0.7,0.233,".@seanhannity: ""Now even Democrats can't help but acknowledge how great the Reagan years were— same thing is going… https://t.co/tz9UJeryUC",54
355,-0.3804,Mon Jul 02 02:17:50 +0000 2018,@FoxNews,0.202,0.673,0.125,"Sophie Turner says 'Game of Thrones' will be 'bloodier,' promises 'more death' on HBO show https://t.co/rwtZfjAdzY",55
356,0.0,Mon Jul 02 02:17:44 +0000 2018,@FoxNews,0.0,1.0,0.0,".@seanhannity: ""Donald Trump is a transformational president."" https://t.co/Fm28z57Qr0",56
357,-0.5719,Mon Jul 02 02:12:26 +0000 2018,@FoxNews,0.251,0.749,0.0,'Jurassic World: Fallen Kingdom' takes No 1. at the box office for the 2nd time https://t.co/mqzM7NGGGk,57
358,0.5859,Mon Jul 02 02:12:00 +0000 2018,@FoxNews,0.0,0.743,0.257,Left-wing candidate set to win Mexico presidential election as rivals concede https://t.co/lqlCNzEixa,58
359,-0.4404,Mon Jul 02 02:09:30 +0000 2018,@FoxNews,0.195,0.805,0.0,Roseanne Barr claims she's been offered new TV projects since cancellation scandal https://t.co/Mq3U5gErSx,59
360,0.7964,Mon Jul 02 02:04:14 +0000 2018,@FoxNews,0.0,0.756,0.244,".@LisaMarieBoothe: ""We live in the greatest country in the world &amp; we are able to live freely &amp; there are men &amp; wom… https://t.co/Jslqg9ZPzg",60
361,-0.5106,Mon Jul 02 02:01:41 +0000 2018,@FoxNews,0.231,0.769,0.0,Trump calls US immigration laws 'the dumbest anywhere in the world' https://t.co/JDLs3WDftf,61
362,-0.842,Mon Jul 02 01:57:02 +0000 2018,@FoxNews,0.311,0.689,0.0,".@LisaMarieBoothe: ""Sometimes you don't win. And if you don't win, you need to learn to suck it up, to get back out… https://t.co/NfFL9Cs0KS",62
363,-0.7496,Mon Jul 02 01:50:32 +0000 2018,@FoxNews,0.285,0.715,0.0,".@LisaMarieBoothe: ""I really worry that we're sort of building a really weak future generation with all the politic… https://t.co/Zwk3Kh9JWC",63
364,0.2637,Mon Jul 02 01:39:52 +0000 2018,@FoxNews,0.139,0.655,0.206,".@ainsleyearhardt: ""If we could find God and learn to love each other and not be so angry at someone else just beca… https://t.co/wmmLr8SwSf",64
365,0.0,Mon Jul 02 01:37:58 +0000 2018,@FoxNews,0.0,1.0,0.0,"JUST IN: Mexico's left-wing candidate Andres Manuel Lopez Obrador takes big lead in presidential election, exit pol… https://t.co/SMPV1qF41s",65
366,-0.25,Mon Jul 02 01:35:46 +0000 2018,@FoxNews,0.105,0.895,0.0,Demonstrators protest outside of the Red Hen restaurant that kicked out @WhiteHouse @PressSec Sarah Sanders and her… https://t.co/cDhQSRb3Dq,66
367,0.6515,Mon Jul 02 01:34:13 +0000 2018,@FoxNews,0.09,0.616,0.295,".@ainsleyearhardt: ""You can't lose faith and you have to trust God through each situation, each season in your life… https://t.co/R7UHLTRpT1",67
368,-0.2755,Mon Jul 02 01:31:00 +0000 2018,@FoxNews,0.091,0.909,0.0,".@LisaMarieBoothe: ""Let the @POTUS govern and if you don't like it, show up at the midterm elections or show up at… https://t.co/1DqZNKRPP1",68
369,-0.5994,Mon Jul 02 01:30:24 +0000 2018,@FoxNews,0.17,0.83,0.0,".@GovMikeHuckabee on restaurant kicking out @PressSec: ""It was first an example of bullying and it was an example o… https://t.co/x9jKr4xG6y",69
370,0.1027,Mon Jul 02 01:26:00 +0000 2018,@FoxNews,0.078,0.825,0.097,".@GovMikeHuckabee: ""A lot [of] Americans seem to miss this important point—  our founders gave us the most magnific… https://t.co/tFcmH50jcp",70
371,0.1027,Mon Jul 02 01:20:54 +0000 2018,@FoxNews,0.0,0.928,0.072,The U.S. Air Force Thunderbirds Demonstration Team performs during the Arctic Thunder Open House at Joint Base Elme… https://t.co/mSseA2lMPJ,71
372,0.0772,Mon Jul 02 01:15:14 +0000 2018,@FoxNews,0.0,0.92,0.08,".@LisaMarieBoothe: ""[Democrats] want to be in charge of...our lives from start to finish essentially."" @NextRevFNC https://t.co/71s4W6wQLv",72
373,-0.5267,Mon Jul 02 01:13:00 +0000 2018,@FoxNews,0.328,0.672,0.0,Battling the despair of opioid addiction in an unexpected place https://t.co/dJepvNew0v,73
374,0.0,Mon Jul 02 01:10:12 +0000 2018,@FoxNews,0.0,1.0,0.0,".@SteveHiltonx: ""The melting pot, decentralized government, a republic of equals, a Constitution enshrining the pre… https://t.co/aGJ1g76vou",74
375,0.7983,Mon Jul 02 01:05:18 +0000 2018,@FoxNews,0.0,0.727,0.273,"THIS IS WHAT A HERO LOOKS LIKE"": An Arizona woman was saved from a rattlesnake bite on Friday when her puppy jumped… https://t.co/5oXJ1mDARj",75
376,0.0,Mon Jul 02 00:57:29 +0000 2018,@FoxNews,0.0,1.0,0.0,UCLA professor dies in 'mummification' ritual at Hollywood executive's home https://t.co/J8IDu2fmvv,76
377,0.0,Mon Jul 02 00:47:44 +0000 2018,@FoxNews,0.0,1.0,0.0,"$45,000-per-year private school in uproar over plan to 'segregate' students by race https://t.co/GayeAO77b7",77
378,-0.2023,Mon Jul 02 00:42:00 +0000 2018,@FoxNews,0.13,0.87,0.0,Florida professor charged with stalking student; allegedly sent 800 texts in 1 day https://t.co/Vt7Szk4icG,78
379,0.0,Mon Jul 02 00:37:07 +0000 2018,@FoxNews,0.0,1.0,0.0,"Blindfolded, bound bodies found hanging at home in India https://t.co/9Af466XIn6",79
380,-0.7717,Mon Jul 02 00:29:52 +0000 2018,@FoxNews,0.427,0.573,0.0,"Illegal immigrant arrested for starting wildfire in Colorado, police say https://t.co/NvMUF9d334",80
381,0.5106,Mon Jul 02 00:25:18 +0000 2018,@FoxNews,0.0,0.784,0.216,BREAKING: LeBron James signs massive free agent deal with Los Angeles Lakers   https://t.co/AHR2X6rNzQ,81
382,0.0,Mon Jul 02 00:20:49 +0000 2018,@FoxNews,0.0,1.0,0.0,".@MagicJohnson on telling his wife he had HIV: ""That was the hardest thing I ever had to do, was to drive home and… https://t.co/PydYNVznRh",82
383,0.0,Mon Jul 02 00:13:27 +0000 2018,@FoxNews,0.0,1.0,0.0,"""Somebody's already called Dr. J, somebody's already called Big E, I'm gonna call you Magic."" 

On #OBJECTified,… https://t.co/3cWgNVv4xA",83
384,0.0,Mon Jul 02 00:09:03 +0000 2018,@FoxNews,0.0,1.0,0.0,".@MagicJohnson on making it to the NBA: ""I thought it would happen because I was putting the work in, I was putting… https://t.co/dldo4uG2A0",84
385,0.0,Mon Jul 02 00:00:00 +0000 2018,@FoxNews,0.0,1.0,0.0,RIGHT NOW: An all-new season of 'OBJECTified' premieres with NBA legend @MagicJohnson! Tune in to Fox News Channel! https://t.co/gJhucUyc5l,85
386,-0.3089,Sun Jul 01 23:58:46 +0000 2018,@FoxNews,0.101,0.899,0.0,"In an op-ed, Peggy Grande discusses her former boss, President Ronald Reagan and how he ""never engaged in the polit… https://t.co/UdhAXIrcRW",86
387,0.0,Sun Jul 01 23:50:14 +0000 2018,@FoxNews,0.0,1.0,0.0,"German ‘Stonehenge’ site reveals 10 dismembered bodies of women, children https://t.co/HYTt7IUAhn",87
388,0.0,Sun Jul 01 23:42:36 +0000 2018,@FoxNews,0.0,1.0,0.0,".@MoElleithee on calls to abolish ICE: ""Reform, I think, makes sense. Abolition, I think, takes the spotlight off o… https://t.co/mPbSNU8c75",88
389,0.3412,Sun Jul 01 23:39:24 +0000 2018,@FoxNews,0.0,0.853,0.147,"During an interview Sunday, @RepMaxineWaters said she won't be intimidated by the comments President… https://t.co/BaoEj5W1hx",89
390,0.8439,Sun Jul 01 23:30:11 +0000 2018,@FoxNews,0.0,0.638,0.362,"Leonard Leo on picking a new Supreme Court justice: ""The most important thing here is a record showing fairness, so… https://t.co/Ur51aT0OiM",90
391,0.4391,Sun Jul 01 23:14:38 +0000 2018,@FoxNews,0.0,0.862,0.138,".@AmbJohnBolton: ""We've seen how the North Koreans have behaved before. The president has been very clear he's not… https://t.co/3LYjC3WixI",91
392,0.0,Sun Jul 01 23:12:59 +0000 2018,@FoxNews,0.0,1.0,0.0,".@AmbJohnBolton on Trump, Putin meeting: ""[@POTUS] wants to understand the Russian position and perhaps more import… https://t.co/IptAInyy4A",92
393,0.2716,Sun Jul 01 23:08:05 +0000 2018,@FoxNews,0.0,0.896,0.104,".@AmbJohnBolton on Trump, Putin meeting: ""It's very important to have this bilateral meeting, not on the margins of… https://t.co/Dpo9aH19ck",93
394,0.0,Sun Jul 01 23:01:08 +0000 2018,@FoxNews,0.0,1.0,0.0,An all-new season of 'OBJECTified' premieres tonight with NBA legend @MagicJohnson! Tune in to Fox News Channel at… https://t.co/MPIgKKlpO3,94
395,-0.34,Sun Jul 01 23:00:49 +0000 2018,@FoxNews,0.207,0.657,0.136,"On @foxandfriends, @THEHermanCain claimed that ""the Democratic Party has a leadership crisis and a messaging crisis… https://t.co/jqK1kebGRa",95
396,-0.5267,Sun Jul 01 22:52:57 +0000 2018,@FoxNews,0.306,0.694,0.0,Battling the despair of opioid addiction in an unexpected place https://t.co/1Xe02jqBzB https://t.co/0SU1Hd5hjy,96
397,0.1779,Sun Jul 01 22:42:48 +0000 2018,@FoxNews,0.107,0.756,0.138,U.S. intelligence officials believe North Korea has been deceiving the U.S. when it comes to their nuclear program.… https://t.co/DnQdC7F1w4,97
398,0.1511,Sun Jul 01 22:36:56 +0000 2018,@FoxNews,0.0,0.874,0.126,".@RepMaxineWaters 'surprised' by fellow Democrats' rebukes, says Trump won't intimidate her https://t.co/5GNQKnRtqY",98
